NCT_ID;Asset_Name;Antibody_Format;Antibody_Name;Target_Antigen;Radioisotope;Chelator;Linker_Technology;Category;Asset_Owner;Is_RIT;Asset_Name_Conf;Antibody_Format_Conf;Antibody_Name_Conf;Target_Antigen_Conf;Radioisotope_Conf;Chelator_Conf;Linker_Technology_Conf;Category_Conf;Asset_Owner_Conf;Notes;Extraction_Method;Sources;Phase;Lead_Sponsor;Sponsor_Class;Status;Start_Date;First_Posted;Enrollment;Countries;Conditions;EudraCT_Number;CTIS_Number;Secondary_IDs;Source_Registry;Registry_URL;Target_Antigen_Norm;Antibody_Name_Norm;Radioisotope_Norm;Chelator_Norm;Antibody_Format_Norm;Asset_Owner_Norm;Linker_Technology_Norm;Phase_Norm;Sponsor_Type;Start_Year;Target_Family;Format_Family;Isotope_Family;Chelator_Family
NCT03248843;;;;;;;;;;No;;;;;;;;;;False positive: This is an unconjugated anti-PD-L1 monoclonal antibody (KN035) used for immunotherapy, not a radiolabeled antibody. No radioisotope is mentioned. This is a checkpoint inhibitor administered by subcutaneous injection for solid tumor treatment. Does not meet criteria for RIT.;llm_extracted;;PHASE1;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;COMPLETED;2017-09-15;2017-08-14;35.0;Japan;Advanced or Metastatic Solid Tumors;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03248843;;;;;;;;Phase 1;Industry;2017.0;;;;
NCT05849311;;;;;;;;;;No;;;;;;;;;;False positive: Envafolimab is an unconjugated monoclonal antibody (anti-PD-L1 checkpoint inhibitor) administered subcutaneously. No radiolabeling mentioned. This is a pharmacokinetic bioequivalence study comparing manufacturing processes in healthy volunteers, not a radioimmunotherapy trial.;llm_extracted;;PHASE1;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;COMPLETED;2023-05-29;2023-05-08;160.0;China;Healthy Male;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05849311;;;;;;;;Phase 1;Industry;2023.0;;;;
NCT04910386;;;;;;;;;;No;;;;;;;;;;This is not a radioimmunotherapy trial. Envafolimab is a PD-L1 immune checkpoint inhibitor (non-radiolabeled antibody). The trial tests Envafolimab in combination with standard chemotherapy (Gemcitabine plus Cisplatin) for biliary tract cancer. There is no radioisotope conjugation involved. This is an immunotherapy trial, not RIT.;llm_extracted;;PHASE2;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;NOT_YET_RECRUITING;2025-06-01;2021-06-02;126.0;;Biliary Tract Neoplasms;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04910386;;;;;;;;Phase 2;Industry;2025.0;;;;
NCT04182789;KN035;;;;;;;;;No;;;;;;;;;;False positive - not RIT. KN035 is an anti-PD-L1 immune checkpoint inhibitor antibody administered subcutaneously for immunotherapy. No radioisotope conjugation mentioned. This is an unconjugated antibody used for cancer immunotherapy in patients with multiple primary tumors, primarily advanced colorectal cancer. The trial evaluates clinical benefit, ORR, DCR, PFS, and OS for up to 2 years of treatment.;llm_extracted;;PHASE2;RenJi Hospital;OTHER;UNKNOWN;2019-03-26;2019-12-02;20.0;China;Multiple Primary Neoplasm;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04182789;;;;;;;;Phase 2;Academic/Hospital;2019.0;;;;
NCT02133742;;;;;;;;;;No;;;;;;;;;;False positive: This trial combines axitinib (a small-molecule tyrosine kinase inhibitor) with pembrolizumab/MK-3475 (an unconjugated anti-PD-1 antibody). Neither drug is a radiopharmaceutical. Pembrolizumab is an immunotherapy checkpoint inhibitor, not radiolabeled. No radioactive component is present in this combination therapy. This is a standard oncology combination trial, not radioimmunotherapy.;llm_extracted;;PHASE1;Pfizer;INDUSTRY;COMPLETED;2014-09-16;2014-05-08;52.0;United States;Renal Cell Carcinoma;;;OTHER:KN-035;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02133742;;;;;;;;Phase 1;Industry;2014.0;;;;
NCT04977128;89Zr-KN035;sdAb;KN035;PD-L1;Zr-89;DFO;Direct conjugation;Diagnostic;Alphamab Oncology;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;KN035 is a single-domain antibody (sdAb/nanobody) targeting PD-L1, developed by Alphamab Oncology. This is purely diagnostic imaging study using Zr-89 for PET/CT visualization of PD-L1 expression in solid tumors. The 10 mg protein dose with 2-3 mCi Zr-89 is typical for immunoPET imaging. DFO is the standard chelator for Zr-89 labeling of antibodies and antibody fragments. Trial sponsored by Wuxi No. 4 People's Hospital (academic) but KN035 is an Alphamab asset. This could potentially be part of a theranostic strategy if paired with therapeutic anti-PD-L1, but current trial is diagnostic only.;llm_extracted;;;Wuxi No. 4 People's Hospital;OTHER;UNKNOWN;2021-03-01;2021-07-26;20.0;China;Solid Tumor, Adult;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04977128;PD-L1;KN035;Zr-89;DFO;Nanobody;Alphamab Oncology;Direct conjugation;;Academic/Hospital;2021.0;Immune checkpoint;Small Ab-derived scaffold;PET;Siderophore chelator
NCT06108726;;;;;;;;;;No;;;;;;;;;;False positive. Envafolimab is a PD-L1 inhibitor (immune checkpoint inhibitor antibody), not a radioimmunotherapy. This trial involves local injection of an unconjugated antibody combined with chemotherapy for NSCLC. No radioisotope is mentioned or involved. This is an immunotherapy trial, not RIT.;llm_extracted;;PHASE2;Northern Jiangsu People's Hospital;OTHER;UNKNOWN;2023-10-18;2023-10-31;16.0;China;NSCLC;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06108726;;;;;;;;Phase 2;Academic/Hospital;2023.0;;;;
NCT03638804;89Zr-KN035;Nanobody / VHH / sdAb;KN035;PD-L1;Zr-89;DFO;Direct conjugation;Diagnostic;MITRO Biotech Co., Ltd.;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;HIGH;KN035 is a known single-domain antibody (sdAb) targeting PD-L1 developed by MITRO Biotech. This is a diagnostic imaging study using PET to visualize PD-L1 expression in solid tumors. Zr-89 labeling typically uses DFO (desferrioxamine) as the chelator, which is the standard for Zr-89 immunoPET. The study aims to assess biodistribution and tumor uptake, with safety and dosimetry evaluation. This is purely diagnostic imaging, not therapeutic RIT.;llm_extracted;;;The First Affiliated Hospital of Soochow University;OTHER;UNKNOWN;2018-11-12;2018-08-20;10.0;China;Solid Tumor, Adult;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03638804;PD-L1;KN035;Zr-89;DFO;Nanobody;MITRO Biotech Co., Ltd.;Direct conjugation;;Academic/Hospital;2018.0;Immune checkpoint;Small Ab-derived scaffold;PET;Siderophore chelator
NCT05024214;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This trial involves Envafolimab (an anti-PD-L1 antibody, not radiolabeled) combined with Lenvatinib (a tyrosine kinase inhibitor, small molecule, not radiolabeled). No radioisotope is mentioned. This is a combination immunotherapy/targeted therapy trial for solid tumors, not a radioimmunotherapy study.;llm_extracted;;PHASE1, PHASE2;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;RECRUITING;2021-11-15;2021-08-27;170.0;China;Solid Tumors, Non-small Cell Lung Cancer, Renal Cell Carcinoma, Hepatocellular Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05024214;;;;;;;;Phase 1/2;Industry;2021.0;;;;
NCT04480502;;;;;;;;;;No;;;;;;;;;;This trial involves unconjugated immunotherapy antibodies (envafolimab, a PD-L1 single domain antibody, and ipilimumab, a CTLA-4 monoclonal antibody) without any radioisotope component. This is immune checkpoint inhibitor therapy for sarcoma, not radioimmunotherapy. No radiolabeling is mentioned anywhere in the trial description.;llm_extracted;;PHASE2;Tracon Pharmaceuticals Inc.;INDUSTRY;ACTIVE_NOT_RECRUITING;2020-12-09;2020-07-21;207.0;United Kingdom, United States;Undifferentiated Pleomorphic Sarcoma, Myxofibrosarcoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04480502;;;;;;;;Phase 2;Industry;2020.0;;;;
NCT03802123;⁸⁹Zr-Df-IAB22M2C;Minibody;IAB22M2C;CD8;Zr-89;Df;Direct conjugation;Diagnostic;ImaginAb, Inc.;Diagnostic;HIGH;LOW;HIGH;HIGH;HIGH;HIGH;LOW;HIGH;HIGH;This is a diagnostic immunoPET tracer targeting CD8+ T cells for imaging purposes only. The Df chelator is deferoxamine (DFO), commonly used for Zr-89. The antibody format (full IgG vs fragment) is not specified but IAB nomenclature from ImaginAb typically indicates engineered antibody fragments. The tracer is used to assess CD8+ T cell infiltration in tumors before and during immunotherapy, serving as a biomarker rather than a therapeutic agent. Dose is 1.0 mCi, typical for diagnostic PET imaging. | WEB ENRICHMENT: Antibody format explicitly identified as 'minibody' across all four articles (anti-CD8 radiolabeled minibody, 89Zr-Df-IAB22M2C). Linker technology inferred as direct conjugation based on consistent Df-chelator nomenclature (89Zr-Df-IAB22M2C) and lack of any mention of site-specific conjugation, pretargeting, or alternative linker approaches in the literature. All articles describe the same asset with matching NCT ID context, ImaginAb association, and phase I/II clinical development timeline.;llm_extracted;PMID:34413145|PMID:37215571|PMID:32409308|PMID:31586002;PHASE2;ImaginAb, Inc.;INDUSTRY;COMPLETED;2018-12-18;2019-01-14;52.0;United States;Positron-Emission Tomography, Metastatic Solid Tumors;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03802123;CD8;IAB22M2C;Zr-89;DFO;Minibody;ImaginAb;Direct conjugation;Phase 2;Industry;2018.0;Immune cell imaging marker;Small Ab-derived scaffold;PET;Siderophore chelator
NCT03610061;;;;;;;;;;No;;;;;;;;;;False positive. This trial combines external beam radiotherapy (EBRT) with durvalumab, an unconjugated PD-L1 inhibitor antibody. Durvalumab is NOT radiolabeled - it is administered separately from radiation therapy. The radiation is delivered externally to target sites, not as a radiopharmaceutical. The exploratory endpoints mention 89Zr-Durvalumab and 89Zr-IAB22M2C for PET imaging biodistribution studies (diagnostic/tracking purposes in a sub-study), but the main intervention is not RIT. This is a combination of immunotherapy (checkpoint inhibitor) plus external radiation, which is a common false positive pattern for RIT searches.;llm_extracted;;PHASE1;Austin Health;OTHER_GOV;COMPLETED;2018-11-01;2018-08-01;34.0;Australia;Diffuse Large B Cell Lymphoma, Follicular Lymphoma;;;OTHER_GRANT:TRP16-006;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03610061;;;;;;;;Phase 1;Government;2018.0;;;;
NCT04180215;;;;;;;;;;No;;;;;;;;;;This is NOT an RIT trial. HB-201 and HB-202 are TheraT vector-based cancer vaccines (gene therapy) expressing HPV16 E7E6 antigens, not radiolabeled antibodies. The mention of 'CD8 PET Tracer (Zr-Df-IAB22M2C)' indicates a diagnostic imaging component using Zr-89 labeled antibody for tracking CD8+ T cells, but this is an ancillary imaging study to monitor immune response, not the therapeutic intervention. The primary therapeutic agents are viral vector vaccines combined with pembrolizumab (checkpoint inhibitor). This is a false positive matching pattern where a radiolabeled antibody is used for companion diagnostics/immune monitoring in an immunotherapy trial, but the trial itself is not RIT.;llm_extracted;;PHASE1, PHASE2;Hookipa Biotech GmbH;INDUSTRY;COMPLETED;2019-12-11;2019-11-27;198.0;Netherlands, Spain, United States;HPV-Related Squamous Cell Carcinoma;2019-000907-34;;EUDRACT_NUMBER:2019-000907-34;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04180215;;;;;;;;Phase 1/2;Industry;2019.0;;;;
NCT04874818;[89Zr]Df-IAB22M2C;Minibody;IAB22M2C;CD8;Zr-89;DFO;Direct conjugation;Diagnostic;ImaginAb, Inc.;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;HIGH;HIGH;This is a diagnostic immunoPET imaging study using a Zr-89 labeled anti-CD8 minibody to visualize CD8+ T-cell distribution in COVID-19 patients with and without lymphopenia. Minibody format is explicitly stated in the title and intervention description. ImaginAb is listed as collaborator and is known developer of this minibody platform. Df refers to desferrioxamine (DFO) chelator. This is purely diagnostic imaging, not therapeutic RIT. The study aims to understand T-cell trafficking patterns in COVID-19 pathophysiology.;llm_extracted;;;Radboud University Medical Center;OTHER;TERMINATED;2022-02-14;2021-05-06;5.0;Netherlands;Lymphopenia Due to COVID-19, T-cell, PET Imaging;2020-005984-29;;EUDRACT_NUMBER:2020-005984-29;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04874818;CD8;IAB22M2C;Zr-89;DFO;Minibody;ImaginAb;Direct conjugation;;Academic/Hospital;2022.0;Immune cell imaging marker;Small Ab-derived scaffold;PET;Siderophore chelator
NCT05619016;[68Ga]Ga-ABY-025;Affibody;ABY-025;HER2;Ga-68;DOTA;Direct conjugation;Diagnostic;Affibody AB;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;HIGH;ABY-025 is an Affibody molecule, which is a small engineered protein scaffold (not an antibody but antibody-like). Affibodies are ~7 kDa proteins derived from protein A, much smaller than full antibodies. This is a diagnostic imaging trial using Ga-68 labeled ABY-025 for HER2 PET imaging to non-invasively quantify HER2 status in gastroesophageal and breast cancers. The Affibody format allows rapid clearance and high-contrast imaging. ABY-025 was developed by Affibody AB (Swedish biotech company). The specific chelator is not mentioned but Ga-68 labeling of Affibodies typically uses DOTA, NODAGA, or similar macrocyclic chelators. This is purely diagnostic use (PET imaging), not therapeutic RIT.;llm_extracted;;PHASE2;Karolinska University Hospital;OTHER;UNKNOWN;2022-11-23;2022-11-16;72.0;Sweden;Esophageal Neoplasms, Gastric Neoplasms Malignant, Breast Cancer, HER2-positive Gastric Cancer;;;OTHER:2022-500448-39-00;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05619016;HER2;ABY-025;Ga-68;DOTA;Affibody;Affibody AB;Direct conjugation;Phase 2;Academic/Hospital;2022.0;RTK;Non-Ab protein scaffold;PET;Macrocyclic chelator
NCT06828588;[68Ga]Ga-ABY-025;Nanobody / VHH / sdAb;ABY-025;HER2;Ga-68;DOTA;Direct conjugation;Diagnostic;Affibody AB;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;LOW;LOW;HIGH;MEDIUM;ABY-025 is an Affibody molecule (small protein scaffold, ~7 kDa, similar to nanobody/VHH category) targeting HER2. This is a diagnostic PET imaging tracer using Ga-68. The ABY designation is characteristic of Affibody AB products. Loading dose of 400 µg cold ABY-025 is given prior to radiolabeled dose, which is standard for optimizing target-to-background ratio in imaging. PET/CT scan obtained same day indicates rapid kinetics typical of small protein scaffolds. Chelator is likely DOTA, NOTA, or similar bifunctional chelator for Ga-68, but not explicitly stated. This is purely diagnostic imaging to visualize HER2 expression in patients receiving HER2-targeted therapy. | WEB ENRICHMENT: Chelator confirmed as DOTA from multiple sources explicitly naming the tracer as 'ZHER2:2891-Cys-MMA-DOTA' (PMID:37442602) and discussing [68Ga]Ga-ABY-025 production with DOTA chelation chemistry (PMID:30911434, PMID:37991639). Linker technology inferred as direct conjugation based on the MMA (maleimido monoamide) linker mentioned in the full chemical name, which is a standard direct conjugation approach for cysteine-containing peptides. Multiple papers describe standardized automated synthesis procedures consistent with direct DOTA conjugation chemistry.;llm_extracted;PMID:37442602|PMID:30911434|PMID:32201920;EARLY_PHASE1;Vanderbilt-Ingram Cancer Center;OTHER;NOT_YET_RECRUITING;2026-02;2025-02-14;30.0;United States;Locally Advanced Cancer, Metastatic Cancer, HER2, HER2 + Breast Cancer, HER2 + Gastric Cancer, Squamous Cell Carcinoma of Head and Neck, Esophageal Squamous Cell Carcinoma, HER 2 Low-expressing Breast Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06828588;HER2;ABY-025;Ga-68;DOTA;Nanobody;Affibody AB;Direct conjugation;Early Phase 1;Academic/Hospital;2026.0;RTK;Small Ab-derived scaffold;PET;Macrocyclic chelator
NCT03655353;68Ga-ABY-025;Affibody;ABY-025;HER2;Ga-68;DOTA;Direct conjugation;Diagnostic;Affibody;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;LOW;LOW;HIGH;HIGH;This is a diagnostic PET imaging study using an Affibody molecule (engineered protein scaffold, not an antibody) labeled with Ga-68 to image HER2 expression in breast cancer metastases. Affibody molecules are small (~7 kDa) three-helix bundle proteins derived from Staphylococcal protein A domain. ABY-025 is a well-characterized HER2-binding Affibody developed by Affibody AB. The trial is for non-invasive quantification of HER2 expression, not therapy. Collaborator Affibody indicates asset ownership. Chelator is likely DOTA or NOTA for Ga-68 labeling but not specified. This represents a diagnostic immunoPET application using an alternative protein scaffold rather than a traditional antibody. | WEB ENRICHMENT: Chelator explicitly identified as DOTA in PMID:37442602 which describes the tracer as 'ZHER2:2891-Cys-MMA-DOTA'. This is confirmed in PMID:37991639 discussing cGMP-compliant synthesis. Multiple articles confirm this is the same 68Ga-ABY-025 construct used across studies. Linker technology inferred as direct conjugation based on the MMA (maleimido-monoamide) linker structure connecting the Affibody to DOTA chelator, though the specific conjugation chemistry is not explicitly detailed in abstracts.;llm_extracted;PMID:37442602|PMID:37991639|PMID:26877784;;Henrik Lindman;OTHER;UNKNOWN;2018-08-22;2018-08-31;160.0;Sweden;HER2-positive Breast Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03655353;HER2;ABY-025;Ga-68;DOTA;Affibody;Affibody AB;Direct conjugation;;Academic/Hospital;2018.0;RTK;Non-Ab protein scaffold;PET;Macrocyclic chelator
NCT02095210;[68Ga]ABY-025;Nanobody / VHH / sdAb;ABY-025;HER2;Ga-68;DOTA;Direct conjugation;Diagnostic;Affibody AB;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;;;HIGH;MEDIUM;ABY-025 is an Affibody molecule (engineered protein scaffold derived from Staphylococcal protein A, ~7 kDa), not a traditional antibody. Affibody molecules are considered antibody-like proteins for targeting purposes. This is a diagnostic PET imaging study to visualize HER2 expression in breast cancer. The 'ABY' nomenclature is characteristic of Affibody AB products. Chelator likely DOTA or NODAGA but not specified in trial description. This is imaging-only (PET), not therapeutic, hence Category: Diagnostic. Ga-68 is a standard PET isotope with 68-minute half-life. | WEB ENRICHMENT: Chelator explicitly identified as DOTA from PMID:37442602 which describes the tracer as 'ZHER2:2891-Cys-MMA-DOTA' and PMID:37991639 which discusses the 68Ga-labeling method. Linker technology inferred as direct conjugation based on the MMA (maleimido-monoamide) linker chemistry described in the molecular structure and the automated radiolabeling synthesis protocols, which are consistent with direct chelator conjugation to the Affibody scaffold.;llm_extracted;PMID:37442602|PMID:37991639;PHASE1;Dorte Nielsen;OTHER;TERMINATED;2011-08;2014-03-24;2.0;Denmark;HER2-positive Breast Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02095210;HER2;ABY-025;Ga-68;DOTA;Nanobody;Affibody AB;Direct conjugation;Phase 1;Academic/Hospital;2011.0;RTK;Small Ab-derived scaffold;PET;Macrocyclic chelator
